Timestamp,BO-PS-QF_getGain,BO-PS-CR4_getCurrent,BO-PS-INK_getVoltage,TL1-PS-CR4-Y_CurrentRBV,BO-PS-QF_getWaveformOffset,BO-PS-QD_getGain,TL1-PS-CR2-X_CurrentRBV,BO-PS-QD_getWaveformOffset,BO-PS-CR2_getCurrent,TL1-PS-CR3-Y_CurrentRBV,MIR1-MO-MC1_C_RBV,BO-PS-CR1_getCurrent,TL1-PS-CR2-Y_CurrentRBV,BO-PS-BM_getWaveformOffset,TL1-PS-CR3-X_CurrentRBV,BO-DI-DCCT1_getDcctCurrent,MI-PS-TC2_CurrentRBV,MI-PS-TC4_CurrentRBV,AGPS_getI_GUN_TRIG_REFERENCE,TL1-PS-CR4-X_OutputCurrent,BO-PS-CR6_getCurrent,BO-PS-INS_getVoltage,MI-PS-TC3_CurrentRBV,MI-PS-TC1_CurrentRBV,BO-PS-BM_getGain,BO-PS-CR5_getCurrent
2024-12-18 08:21:43+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0557516654,0.2339,-0.0419,0.75,-1.40000402927,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:44+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0563023546,0.2339,-0.0419,0.75,-1.40001618862,-0.100006,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:45+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0548121402,0.2339,-0.0419,0.75,-1.40000677109,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:46+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0554913458,0.2339,-0.0419,0.75,-1.40001642704,-0.100006,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:47+00:00,0.930908203125,-2.15917e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0559233382,0.2339,-0.0419,0.75,-1.39997756481,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:48+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0554246644,0.2339,-0.0419,0.75,-1.40000164509,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:49+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,1.26705e-06,0.407,0.17,0.28,-0.0561866914,0.2339,-0.0419,0.75,-1.40000486374,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:50+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,1.26705e-06,0.407,0.17,0.28,-0.056773208,0.2339,-0.0419,0.75,-1.40000808239,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:51+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.05656978,0.2339,-0.0419,0.75,-1.40002691746,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
2024-12-18 08:21:52+00:00,0.930908203125,1.74398e-05,330.037,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,167.4492201489993,-1.8274e-05,0.407,0.17,0.28,-0.0557805914,0.2339,-0.0419,0.75,-1.39998328686,-0.0999869,613.447,-0.1647,0.832,0.950927734375,-0.200019
