Timestamp,BO-PS-QF_getGain,BO-PS-CR4_getCurrent,BO-PS-INK_getVoltage,TL1-PS-CR4-Y_CurrentRBV,BO-PS-QF_getWaveformOffset,BO-PS-QD_getGain,TL1-PS-CR2-X_CurrentRBV,BO-PS-QD_getWaveformOffset,BO-PS-CR2_getCurrent,TL1-PS-CR3-Y_CurrentRBV,MIR1-MO-MC1_C_RBV,BO-PS-CR1_getCurrent,TL1-PS-CR2-Y_CurrentRBV,BO-PS-BM_getWaveformOffset,TL1-PS-CR3-X_CurrentRBV,BO-DI-DCCT1_getDcctCurrent,MI-PS-TC2_CurrentRBV,MI-PS-TC4_CurrentRBV,AGPS_getI_GUN_TRIG_REFERENCE,TL1-PS-CR4-X_OutputCurrent,BO-PS-CR6_getCurrent,BO-PS-INS_getVoltage,MI-PS-TC3_CurrentRBV,MI-PS-TC1_CurrentRBV,BO-PS-BM_getGain,BO-PS-CR5_getCurrent
2024-11-13 20:43:15+00:00,0.930908203125,1.74398e-05,330.051,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,7.33915372,0.2441,0.0179,0.75,-1.39993846416,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.199999
2024-11-13 20:43:16+00:00,0.930908203125,1.74398e-05,330.051,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,7.23381578,0.2441,0.0179,0.75,-1.39996182919,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.200019
2024-11-13 20:43:17+00:00,0.930908203125,1.74398e-05,330.051,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,6.22628796,0.2441,0.0179,0.75,-1.39999127388,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.200019
2024-11-13 20:43:18+00:00,0.930908203125,1.74398e-05,330.051,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,5.3088089,0.2441,0.0179,0.75,-1.39994049072,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.200019
2024-11-13 20:43:19+00:00,0.930908203125,1.74398e-05,330.051,-0.0297,-0.12,0.889892578125,0.6129,-0.21,-5.39659e-06,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,6.07743238,0.2441,0.0179,0.75,-1.39995551109,-0.100006,613.442,-0.1658,0.832,0.950927734375,-0.19998
2024-11-13 20:43:20+00:00,0.930908203125,-2.15917e-05,330.049,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,6.27688882,0.2441,0.0179,0.75,-1.39997887611,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.19998
2024-11-13 20:43:21+00:00,0.930908203125,1.74398e-05,330.049,-0.0297,-0.12,0.889892578125,0.6129,-0.21,-5.39659e-06,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,5.13241474,0.2441,0.0179,0.75,-1.39995360374,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.19998
2024-11-13 20:43:22+00:00,0.930908203125,1.74398e-05,330.049,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,5.53323458,0.2441,0.0179,0.75,-1.39995634556,-0.100006,613.442,-0.1658,0.8317,0.950927734375,-0.19998
2024-11-13 20:43:23+00:00,0.930908203125,1.74398e-05,330.049,-0.0297,-0.12,0.889892578125,0.6129,-0.21,-5.39659e-06,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,4.64487882,0.2441,0.0179,0.75,-1.39997756481,-0.0999869,613.442,-0.1658,0.8319,0.950927734375,-0.200019
2024-11-13 20:43:24+00:00,0.930908203125,1.74398e-05,330.049,-0.0297,-0.12,0.889892578125,0.6129,-0.21,1.4126e-05,0.1229,197.46386892800365,-1.8274e-05,0.407,0.17,0.28,4.97519326,0.2441,0.0179,0.75,-1.39995896816,-0.0999869,613.442,-0.1658,0.832,0.950927734375,-0.200019
